크레딧명,인명,배역,기타,인명DB연계정보,KMDb 영화정보관리번호
사운드팀,방승인,SOUND EDITORS,TONE SOUND,165656,A10625
사운드팀,정재윤,SOUND EDITORS,TONE SOUND,,A10625
미술,민경옥,,,162048,K32341
제작부,김희근,제작실장,,,K23122
제작부,박수지,제작부장,,,K23122
제작부,팽재훈,제작지원,,148504,K23122
제작부,손준영,제작지원,,,K23122
제작부,정지건,제작지원,,,K23122
제작부,이민웅,제작지원,,81599,K23122
편집,이유림,,,42586,K32341
감독,안드로,,AHN DRO,,K28587
제작자,강해수,,,,K28587
프로듀서,안효영,Executive Producer,,,K28587
제작부,박기성,Line Producer,,,K28587
조감독,장재송,,,,K28587
조감독,기세훈,,,,K28587
편집,안드로,,,,K28587
조명,임희수,Gaffer,,136495,K28587
감독,김종우,,,203736,K32603
사운드(음향),임영진,Sound Editor,,,K28587
사운드(음향),문병훈,,,222814,K33409
각본,송윤후,,,,K33410
감독,박민,,,,K33412
각본,박민,,,,K33412
편집,박민,,,,K33412
감독,김윤하,,,,K33414
각본,김윤하,,,,K33414
편집,김윤하,,,,K33414
프로듀서,박종민,,,,K33414
감독,김재범,,,,K33418
사운드팀,진성문,붐오퍼레이터,,209469,K18885
촬영,이영훈,,,,K33409
편집,전아현,,,224301,K33409
제작부,이은성,,,,K23190
원작,이찬영,원안,,,K30302
제작부,임연주,제작회계,,204281,K23190
제작부,최덕규,,,1646,K23190
제작부,태자경,제작지원,,,K23190
제작부,이원철,제작실장/제작회계,,,K29656
제작부,김민세,,,,K29656
제작부,장용원,,,223156,K29656
제작부,나윤호,,,,K29656
제작부,성빈,,,,K29656
제작부,현석환,,,,K29656
사운드(음향),장정우,,,,K32305
사운드(음향),임희재,,,,K32305
사운드(음향),김수진,,,,K32305
음악,장서우,,,,K29921
조감독,김하나,,,,K29921
분장,장혜령,,,17953,K27410
분장,유경주,헤어,,165654,K27410
연출부,김대한,,,217234,K27410
연출부,박현서,,,,K27410
연출부,김지혜,,,,K32603
촬영,정철민,,,133637,K32603
출연,홍주희,이진아,,,K32867
감독,한호승,,,223370,K32226
출연,권기하,,,199641,K32226
출연,이성준,,,,K32226
촬영,황경현,,,176239,K32226
조명팀,최승우,,,216657,K23122
조명팀,김민혁,,,212801,K23122
조명팀,박한얼,,,,K23122
조명팀,김명관,조명장비,조명관,81549,K23122
촬영팀,조영찬,촬영팀/포커스풀러,,207028,K23122
촬영팀,김연준,촬영팀/데이터매니저,,,K23122
촬영팀,이동훈,,,,K23122
촬영팀,오건영,B카메라,,50723,K23122
촬영팀,이재환,촬영지원,,78528,K23122
촬영팀,김수랑,촬영지원,,214634,K23122
촬영팀,디지털팩토리코리아,촬영장비,,,K23122
촬영팀,세기 P&C,촬영장비,,,K23122
촬영팀,은종훈,촬영장비,,,K23122
조명팀,이은수,조명장비,,32251,K23122
미술팀,윤소영,미술팀장,,220890,K23122
미술팀,최요셉,미술팀,,,K23122
미술팀,김하림,미술팀,,220533,K23122
미술팀,강태우,미술지원,,42024,K23122
미술팀,김화중,미술지원,,223371,K23122
미술팀,문인환,미술지원,,215759,K23122
미술팀,윤유경,미술지원,,216459,K23122
출연,김성인,,,223372,K32226
연출부,황여경,,,,K32269
연출부,심승준,,,,K32269
촬영,박희연,,,,K32269
감독,박종원,,,,K32270
감독,김태경,,,,K32272
촬영,윤걸,,,207412,K32956
프로듀서,김효진,,,,K32956
프로듀서,허규범,라인 프로듀서,,,K32956
각본,탁세웅,,,206454,K32956
감독,탁세웅,,,206454,K32956
조명,백광용,,,48461,K32956
편집,손연지,,,78446,K32956
조명팀,김윤기,,,186221,K28869
조명팀,나상조,,,214783,K28869
조명팀,오현석,,,215960,K28869
조명팀,이지성,,,211838,K28869
조명팀,서준혁,,,,K28869
조명팀,이병관,조명지원,,170366,K28869
조명팀,이용주,조명지원,,223911,K28869
조명팀,홍지성,조명지원,,,K28869
조명팀,이호정,조명지원,,,K28869
조명팀,김경석,조명장비,Lightpia&Softsun,79061,K28869
조명팀,오석필,조명장비,Lightpia&Softsun,150563,K28869
조명팀,정성우,발전차,,217518,K28869
조명팀,현승민,발전차,,,K28869
의상/분장팀,서은지,의상팀장,,218528,K28869
의상/분장팀,이유경,분장팀장,,,K28869
시각효과팀,곽선구,Compositing Artist,Algorithm Media Lab,214442,K28869
편집팀,김지원,편집보조,,214373,K28869
편집팀,이소미,편집보조,,,K28869
사운드팀,김하빈,붐 오퍼레이터,,222359,K28869
사운드팀,이영빈,붐어시스턴트,,12479,K28869
사운드팀,공태원,Sound Designer/Re-Recording Mixer,,35485,K28869
사운드팀,박수희,ADR Mixer,,164408,K28869
사운드팀,김현규,Effect Editor,,218587,K28869
사운드팀,전현배,Dialogue Editor,,223912,K28869
사운드팀,김태하,Foley,,8755,K28869
사운드팀,문재홍,Foley,,25767,K28869
사운드팀,이승호,Foley,,79076,K28869
사운드팀,Monocon,Foley Stage,,,K28869
사운드팀,Plus Gain,Mixing Stage,,,K28869
무술팀,유하나,금분 대역,,203017,K28869
색보정팀,이승훈,DI Supervisor,Algorithm Media Lab,204119,K28869
스크립터,조현진,,,219685,K28459
감독,김경현,,,,K32610
촬영,김지현,,,197163,K32611
음악,정윤지,,,,K32607
촬영팀,김성호,,,129574,K32611
촬영팀,이승주,,,190559,K32611
촬영팀,정철민,,,133637,K32611
연출부,김종우,,,203736,K32611
감독,박용재,,,187735,K32611
감독,전유림,,,,K32613
미술,정지연,,,33403,K32614
제작자,남궁선,,,47600,K32614
제작부,김순모,,,77545,K32614
미술,남궁선,,,47600,K32614
미술,김성호,,,129574,K32614
세트,남궁선,,,47600,K32614
세트,정지연,,,33403,K32614
세트,김성호,,,129574,K32614
조감독,노다해,,,174152,K18144
촬영팀,최한솔,,,173993,K18144
촬영팀,설용수,,,182660,K18144
출연,조수향,,,179888,K22208
조감독,심수정,,,,K25724
조감독,손민정,,,,K18144
촬영팀,박세희,,,145080,K18144
분장,백장미,,,,K25724
출연,임형태,,,42046,K22208
출연,이경미,,,,K22208
출연,김태훈,,,,K22208
감독,Arvind Alok,,,,K32631
각본,Arvind Alok,,,,K32631
제작자,이태영,,,223522,K32636
편집,채다연,,,,K32269
감독,김상윤,,,,K32273
출연,김수한,,,,K32274
출연,김영종,,,,K32274
기획,이정민,,,,K32275
제작자,이정민,,,,K32275
촬영팀,김리우,,,,K32275
색보정팀,김경희,Technical Supervisor,Algorithm Media Lab,186119,K28869
색보정팀,곽선구,Post Production Supervisor,Algorithm Media Lab,214442,K28869
색보정팀,강경원,Colorist Assistant 1st,Algorithm Media Lab,215300,K28869
색보정팀,노혜리,Colorist Assistant 2nd,Algorithm Media Lab,,K28869
색보정팀,류지원,Colorist Assistant 2nd,Algorithm Media Lab,223913,K28869
색보정팀,신영섭,System Engineer,Algorithm Media Lab,216860,K28869
색보정팀,김지연,Digital Cinema Mastering,Algorithm Media Lab,223149,K28869
출연,김나엘,유나,,,K32269
출연,고미숙,원장,,,K32269
출연,강민지,엄마,,,K32269
출연,김태양,편의점아이,,,K32269
마케팅/홍보팀,김종애,홍보마케팅사,플래닛Planit/KFMA,175376,K28869
마케팅/홍보팀,최주영,홍보마케팅사,플래닛Planit/KFMA,186748,K28869
마케팅/홍보팀,이주리,홍보마케팅사,플래닛Planit/KFMA,213822,K28869
색보정팀,조신영,Digital Colorist,Algorithm Media Lab,186118,K28869
마케팅/홍보팀,김정연,홍보마케팅사,플래닛Planit/KFMA,220671,K28869
마케팅/홍보팀,김호진,온라인 마케팅,하이라이트,170134,K28869
마케팅/홍보팀,조윤서,온라인 마케팅,하이라이트,211565,K28869
마케팅/홍보팀,김보라,온라인 마케팅,하이라이트,211566,K28869
출연,한주미,권선생,,,K32269
제작자,박세준,,,14311,K23866
투자자,정기호,제작투자,,223399,K23866
원작,Bungeishunju,,"original novel by ""Kurumi Inui""",,K23866
원작,INITIATION LOVE,,Film Partners led by Nippon TV,,K23866
각본,성다솜,,,149642,K23866
각색,이계벽,,,21037,K23866
투자자,이재우,공동투자,,179075,K23866
투자자,최평호,공동투자,,43752,K23866
투자자,김형만,투자총괄,,48377,K23866
투자자,지준수,투자책임,,218530,K23866
투자자,김형,투자책임,,168513,K23866
투자자,강은교,투자진행,,205904,K23866
조명,전영석,,Reallighting co.,83280,K23866
감독,이준형,,,,K32279
감독,김승준,,,,K32280
편집,한미연,,,148517,K23866
음악,방준석,,,7417,K23866
마케팅/홍보팀,임세영,온라인 마케팅,하이라이트,218012,K28869
미술,이나겸,프로덕션 디자인,에이드아트컴퍼니,204395,K23866
출연,박상현,,,,K32280
마케팅/홍보팀,김규민,온라인 마케팅,하이라이트,220262,K28869
마케팅/홍보팀,강예원,온라인 마케팅,하이라이트,223914,K28869
마케팅/홍보팀,남성령,온라인 마케팅,하이라이트,,K28869
마케팅/홍보팀,최진희,온라인 광고디자인,하이라이트,212111,K28869
마케팅/홍보팀,박한진,온라인 광고디자인,하이라이트,221050,K28869
마케팅/홍보팀,김내은,광고디자인,길티플레져,169410,K28869
마케팅/홍보팀,우민혁,광고디자인,길티플레져,169409,K28869
마케팅/홍보팀,우해정,인쇄,대경토탈,207662,K28869
마케팅/홍보팀,유진아,인쇄,대경토탈,205930,K28869
마케팅/홍보팀,유현아,인쇄,대경토탈,205931,K28869
사운드(음향),조예리,,,190560,K32636
출연,곽유하,,,,K32636
출연,장원형,,,147292,K32636
출연,곽수정,,,82383,K32636
출연,유하복,,,18495,K32636
조명,박소영,,,,K33389
조감독,김지원,,,,K33389
미술,이하나,,,50664,K33315
감독,양루비,,,,K33391
감독,김보민,,,,K33391
각본,양루비,,,,K33391
각본,김보민,,,,K33391
편집,김보민,,,,K33391
미술,양루비,,,,K33391
미술,민선영,,,,K33391
미술,최수현,,,,K33391
사운드(음향),민선영,,,,K33391
사운드(음향),정다은,,,,K33391
사운드(음향),김보민,,,,K33391
각본,김민주,,,224296,K33397
편집,신창우,,,,K33397
미술,김혜인,,,207620,K33397
출연,최돈학,,,,K32280
각본,이준형,,,,K32279
각본,김민아,,,,K32279
출연,차소윤,미진,,,K32284
촬영,김다연,,,,K32284
출연,김태우,시경,,,K32284
출연,최수빈,카페알바생,,,K32284
조감독,최예솔,,,,K19970
연출부,강정균,,,,K19970
연출부,김현진,,,,K19970
프로듀서,최선엽,,,,K19970
각본,난디아,,,,K32959
조감독,김수진,,,,K32959
촬영,홍민혁,,,211377,K19970
감독,난디아,,,,K32959
편집,원창재,,이음편집실,81552,K27517
색보정,김정호,,크레용팩토리,168509,K27517
색보정,김영호,,크레용팩토리,,K27517
촬영팀,백승호,촬조부,,212938,K32967
촬영팀,장현영,촬조부,,219013,K32967
촬영팀,조현서,촬조부,,219138,K32967
촬영팀,이빈,촬조부,,,K32967
동시녹음,임지영,,,223545,K32967
음악팀,권효창,작곡,,,K33114
편집,김동명,,,132543,A11892
제작부,김창기,제작도움,,,K33114
제작부,원채향,제작도움,,,K33114
제작부,한승엽,제작도움,,222145,K33114
기타스탭,김서윤,애니메이션,,,K33114
기타스탭,황은정,포스터디자인,,,K33114
연출부,김지현,,,,K33115
촬영팀,최현호,,,211937,K33115
촬영팀,류수연,,,,K33115
제작자,한승엽,,,222145,K33115
제작자,조혜진,,,,K33115
동시녹음,유동은,,,,K33115
동시녹음,황다슬,,,206009,K33115
편집,박도솔,,,,K33115
사운드(음향),최예솔,,,209093,K33115
촬영,황규환,,,,K33116
편집,황규환,,,,K33116
출연,곽은진,은진,,,K33116
출연,박세연,은진 모,,,K33116
프로듀서,이희구,,,201834,K29806
동시녹음,한정재,,,201023,K29806
기타스탭,장훈,제작자문,,,K27410
기타스탭,조영각,제작자문,,18150,K27410
기타스탭,강창호,로케이션/윤철 작품,,,K27410
기타스탭,최정민,로케이션 지원/보조출연 섭외,경남영화협회,,K27410
기타스탭,이은경,보조출연 섭외,,,K27410
기타스탭,노순천,도맹 그림/윤철 작품,,,K27410
기타스탭,도과스님,도맹 그림,,,K27410
기타스탭,이성륙,전시회 작품,,,K27410
기타스탭,고독고,타투 도안,,,K27410
기타스탭,엄효용,소품촬영/제목서체,,,K27410
기타스탭,한승현,소품 차량,롯데렌터카,,K27410
기타스탭,세븐렌터카,소품 차량,,,K27410
기타스탭,김대영,차량렌트,SK렌터카,,K27410
기타스탭,기린놀이터,촬영조명장비,,,K27410
기타스탭,엘라이팅,촬영조명장비,,,K27410
기타스탭,최일현,자막영문번역,,,K27410
기타스탭,Darcy Paquet,영문자막 감수,,,K27410
기타스탭,영화진흥위원회,제작지원,2019년 하반기 독립예술영화제작지원작,,K27410
기타스탭,서울영상위원회 프로덕션존,창작공간지원,,,K27410
마케팅/홍보팀,박수야,인쇄,대경토탈,26662,K28869
제작자,최성필,,,,K33119
촬영,김서준,,,,K33118
기타스탭,경남문화예술진흥원,로케이션 인센티브 지원,,,K27410
기타스탭,광주 CGI센터,촬영장비 현물지원,광주광역시 광주정보문화산업진흥원,,K27410
기타스탭,들꽃영화상,영문자막 번역지원,,,K27410
기타스탭,한국문학번역원,영문자막 번역지원,,,K27410
기타스탭,박미영,배급,아이엠(eye m),198860,K27410
조감독,이원형,,,,K33120
감독,이원형,,,,K33121
각본,이원형,,,,K33121
촬영,이재운,,,206767,K33121
촬영팀,김수림,,,219448,K33121
조감독,정혜원,,,210018,K33121
출연,이양희,,,20401,K33121
출연,엄준기,,,216983,K33121
출연,이상현,,,,K33121
출연,김수람,,,,K33121
출연,이우진,,,201433,K33124
출연,이재인,,,,K33124
출연,김재록,,,9385,K33124
원작,엄대용,,,194254,K33124
음악,권성모,,,205446,K33124
출연,강신현,,,,K33122
출연,김상민,,,,K33122
출연,정유정,,,,K33122
촬영,황낙원,,,215087,K21311
조명,황낙원,,,215087,K21311
촬영팀,강주희,,,221313,K21311
동시녹음,한정재,,,201023,K21311
출연,지은,,,,K21311
출연,한정재,,,201023,K21311
기타스탭,김후중,,,,K21311
기타스탭,방성준,,,,K21311
기타스탭,구한별,,,,K21311
출연,이지원,서윤,,,K29620
출연,박지영,혜정,,,K29620
출연,김성현,동현,,201394,K29620
출연,조민상,민상,,220213,K29620
분장,노효진,,,,K33361
분장,박소현,,,,K33361
편집,김상민,,,,K33361
편집,김하영,,,,K33361
스토리보드,김하영,,,,K33361
감독,김재홍,,,220192,K33362
의상,최은선,,,25155,K33362
감독,황준하,,,,K33363
미술,김재홍,,,220192,K33362
각본,한상욱,,,,K33362
촬영,강정훈,,,213776,K33362
사운드(음향),황규빈,,,219707,K33362
촬영,김진범,,,186746,K33364
출연,유영현,,,,K33364
조감독,양시원,,,,K33363
출연,이가경,,,200756,K33364
기타스탭,한국예술종합학교,제작지원,,,K27481
기타스탭,이한대,배급책임,싸이더스,186466,K27481
기타스탭,안수현,공동배급/배급진행,블루라벨픽쳐스,195673,K27481
기타스탭,김희연,공동배급/배급진행,블루라벨픽쳐스,51813,K27481
기타스탭,홍영근,부가판권책임,싸이더스,224249,K27481
기타스탭,김도원,부가판권진행,싸이더스,,K27481
기타스탭,손민경,해외배급 책임,M-Line Distribution,161627,K27481
기타스탭,주아람,해외배급 진행,M-Line Distribution,164418,K27481
기타스탭,장예원,해외배급 진행,M-Line Distribution,218531,K27481
기타스탭,성윤지,해외배급 관리,M-Line Distribution,176758,K27481
기타스탭,김지영,캐스팅 지원,컨텍트,,K27481
기타스탭,김진래,보조출연,메이트 엔터테인먼트,168430,K27481
기타스탭,손성호,보조출연,메이트 엔터테인먼트,,K27481
기타스탭,이규섭,분장버스,용호관광,206007,K27481
기타스탭,임예주,타이틀,,,K27481
기타스탭,이다인,영문번역,,,K27481
기타스탭,노재원,영문자막,스튜디오 꿈틀,162076,K27481
기타스탭,김동혁,로케이션 지원,경기콘텐츠진흥원 경기영상위원회,211256,K27481
동시녹음,문광무,,,203354,K33357
감독,정승은,,,,K33358
각본,정윤아,,,,K33367
프로듀서,허유림,,,,K33367
편집,김태주,,,,K33367
미술,박정현,,,,K33367
프로듀서,정승훈,,,,K33369
감독,장기훈,,,,K33368
감독,김선웅,,,,K33373
각본,김선웅,,,,K33373
프로듀서,김선웅,,,,K33373
출연,김선웅,,,,K33373
각본,구나현,,,,K21961
무술감독,박현선,,,179073,K27517
제작부,김현승,,,,K21961
조감독,이혜민,,,,K21961
스크립터,김지현,,,,K21961
감독,이창민,,,186393,A06203
사운드(음향),김홍민,사운드/믹싱,,216863,K21961
촬영팀,박건,,,,K30484
촬영팀,전지현,,,,K30484
촬영팀,이태영,,,,K30484
감독,김문옥,,,1687,K30489
사운드팀,이용준,,,,K30484
감독,김홍준,,,,K30490
출연,온사랑,주연,,,K30489
출연,박효근,주연,,770,K30489
출연,김윤수,,,,K30489
감독,조희자,,,,K30481
동시녹음,박거내,,,,K30964
미술,김규민,,,,K30964
스크립터,김종훈,,,,K30964
출연,서정민,주인공,,,K30964
출연,양현서,괴롭히는 친구1,,,K30964
출연,김채현,괴롭히는 친구2,,,K30964
출연,김윤재,이은표,,,K30966
출연,손주환,교장,,,K30966
출연,박종준,오대현,,,K30966
출연,이호성,황선생,,,K30966
출연,이누리,생기부 컨설턴트,,,K30966
편집,김지수,,,,K30969
출연,현석준,남자,,,K30969
사운드(음향),김지연,,,,K30974
편집,이혜민,,,,K30969
편집,이은지,,,,K30969
편집,김지은,,,,K30969
출연,김지수,여자,,,K30969
사운드(음향),주아형,,,,K30974
마케팅/홍보팀,박지오,홍보 마케팅,목요일 아침,215921,K22821
마케팅/홍보팀,김영아,홍보 마케팅,목요일 아침,175905,K22821
마케팅/홍보팀,박선희,온라인 마케팅,루미네,167972,K22821
마케팅/홍보팀,김경미,온라인 마케팅,루미네,180929,K22821
마케팅/홍보팀,변선우,온라인 마케팅,루미네,215302,K22821
조명,현지원,,,222477,K30972
조명,주아형,,,,K30972
각본,황연지,,,,K30974
편집,황연지,,,,K30974
기타 전문 분야,이동기,라이팅,,,K22821
기타 전문 분야,박정서,라이팅,,51674,K22821
기타 전문 분야,김지원,라이팅,,190800,K22821
기타 전문 분야,김영인,라이팅,,,K22821
기타 전문 분야,정석재,라이팅,,,K22821
기타 전문 분야,안성진,라이팅,,,K22821
기타 전문 분야,박장준,라이팅,,200841,K22821
마케팅/홍보팀,윤예림,온라인 마케팅,루미네,214816,K22821
마케팅/홍보팀,김윤지,온라인 마케팅,루미네,215303,K22821
마케팅/홍보팀,김민정,광고 디자인,디자인色색,175494,K22821
마케팅/홍보팀,이혜원,광고 디자인,디자인色색,212054,K22821
미술,오준기,,,,K30976
미술팀,홍인표,,,,K30976
출연,제승현,김선영,,,K30976
출연,권은성,양태선,,,K30976
출연,서효정,유치원 선생님,,,K30976
감독,주아형,,,,K30976
조명,황연지,,,,K30976
출연,노영빈,이효정,,,K30976
출연,신정섭,부장,,,K30976
출연,원일,박연호,,,K30976
출연,김진수,직원1,,,K30976
출연,이은영,직원2,,,K30976
감독,한수아,,,,K30979
사운드(음향),이호민,,,,K30979
촬영,이승빈,,,,K30979
출연,문주빈,김리아,,,K30979
출연,구서연,김채아,,,K30979
출연,이재순,할머니,,,K30979
감독,김태용,,,148323,K29510
예고편,최승원,,하하하,150394,K26824
예고편,신의철,,하하하,150396,K26824
예고편,배정형,,하하하,,K26824
예고편,김나연,,하하하,185161,K26824
예고편,홍우신,,하하하,215623,K26824
예고편,진영범,예고편 사운드,사운드샵,163051,K26824
예고편,김병주,예고편 사운드,사운드샵,141561,K26824
예고편,김내은,예고편 사운드,사운드샵,213659,K26824
포스터,안주영,사진,ART HUB TEO,38764,K26824
음악,해파리,,,,A11936
의상/분장팀,정도희,의상/분장팀장,,,K28908
의상/분장팀,김은희,의상/분장팀,,213173,K28908
출연,박성광,,,217901,K32075
프로듀서,김지훈,총괄프로듀서,,43556,K30302
음악팀,정희종,Music Director,,222818,K28794
음악팀,최민섭,Midi programing,,221730,K28794
음악팀,람다,Midi programing,,222819,K28794
음악팀,박하은,Piano,,218327,K28794
음악팀,Studio 'make a wish',Music Recording Room,,,K28794
조명,김효성,,현실조명,162995,K30302
출연,김진태,박신부,,224375,K24603
출연,송아영,소녀엄마,,222804,K24603
출연,김예은,소녀,,,K24603
출연,유효종,최신부,,222805,K24603
출연,박혜인,여동생,,,K24603
출연,김남혜,여형사1,,222806,K24603
출연,이은지,여형사2,,,K24603
출연,이근범,경찰,,,K24603
감독,박진영,,,,A11931
미술,진혜정,,감각,165153,K30302
촬영,공평재,,,187358,K28794
촬영,김영조,,,134426,A11934
의상/분장팀,이주영,의상/분장팀,,23400,K28908
출연,정철교,,,,A11934
음악팀,김민태,Music Director,,83839,K28794
의상/분장팀,김미희,의상제작,,,K28908
의상/분장팀,김효서,특수소품,,,K28908
감독,신재희,,,,A12198
촬영팀,김혜경,,,176932,K21787
촬영팀,정운천,,,78054,K21787
촬영팀,서기웅,,,175050,K21787
촬영팀,임용현,,,220817,K21787
촬영팀,김효신,,,203153,K21787
촬영팀,손민호,,,217930,K21787
촬영팀,강동인,,,222167,K21787
촬영팀,조현서,,,219138,K21787
촬영,박지홍,,,,A12199
촬영,조윤호,,,,A12199
촬영,강승준,,,,A12199
편집,강승준,,,,A12199
감독,손민호,,,217930,K33064
감독,김은정,,,224410,A11935
감독,지경민,,,,A11415
감독,조윤수,,,,A11430
감독,최하은,,,,K30454
마케팅/홍보팀,김광현,홍보마케팅대행,영화사 하늘 KFMA,163382,A10484
마케팅/홍보팀,최경미,홍보마케팅대행,영화사 하늘 KFMA,179613,A10484
마케팅/홍보팀,김종욱,홍보마케팅대행,영화사 하늘 KFMA,171082,A10484
마케팅/홍보팀,김혜린,홍보마케팅대행,영화사 하늘 KFMA,196833,A10484
마케팅/홍보팀,김희원,홍보마케팅대행,영화사 하늘 KFMA,223121,A10484
마케팅/홍보팀,전승기,온라인 마케팅,ZNE㈜제스타드,35161,A10484
마케팅/홍보팀,김우영,온라인 마케팅,ZNE㈜제스타드,200394,A10484
마케팅/홍보팀,조은미,온라인 마케팅,ZNE㈜제스타드,205564,A10484
마케팅/홍보팀,이가연,온라인 마케팅,ZNE㈜제스타드,222087,A10484
마케팅/홍보팀,정민재,온라인 광고 마케팅,ZNE㈜제스타드,166921,A10484
마케팅/홍보팀,이나라,온라인 광고 마케팅,ZNE㈜제스타드,212425,A10484
마케팅/홍보팀,김아영,온라인 광고 마케팅,ZNE㈜제스타드,196376,A10484
출연,임희종,,,,A11434
출연,김동주,,,,A11434
출연,김덕용,,,,A11434
소품,이덕상,,,154174,A10484
촬영팀,손진우,데이터 매니저,롤세이브엔 에스라인,168690,A10484
촬영팀,이석,,,,A10484
촬영팀,김성인,,,83870,A10484
촬영팀,김성호,,,129574,A10484
촬영팀,변한웅,,,,A10484
촬영팀,이정현,,,213206,A10484
촬영팀,장혜수,,,,A10484
촬영,최하은,,,,K30454
촬영,하태건,,,,K30454
포스터,최남용,포스터사진,,,A10484
포스터,조정우,포스터사진,,,A10484
포스터,최민협,포스터사진,,,A10484
출연,송송희,,,,A11432
출연,전보람,,,,A11432
감독,김종관,구성,,22202,A10484
출연,하태건,카페 알바생,,,K30454
출연,최하은,근로계약서 쓰는 알바생,,,K30454
출연,박유미,카페 알바생,,,K30454
출연,김지원,폭언듣는 알바생,,,K30454
출연,고정훈,폭언하는 사장,,,K30454
감독,조성선,,,222069,A11431
기타스탭,송송희,안무,,,A11432
촬영팀,윤유식,,,,A10484
촬영팀,이지인,,,176837,A10484
촬영팀,윤승원,,,222079,A10484
촬영팀,임성렬,,,,A10484
촬영팀,이현우,,,,A10484
촬영팀,김범근,,,200976,A10484
촬영팀,유근상,,,,A10484
촬영팀,호은성,,,,A10484
촬영팀,왕현민,,,,A10484
감독,홍석진,,,,K30455
출연,장민주,,,,A11434
촬영팀,최자영,데이터 매니저,,174543,A10484
촬영팀,김주하,데이터 매니저,,213826,A10484
촬영팀,김미희,데이터 매니저,,,A10484
예고편,곽수정,예고편 제작,PEEPS,163167,K24546
미술팀,민성원,미술1,스튜디오랄라,168459,K23909
미술팀,이기쁨,미술2,스튜디오랄라,211168,K23909
미술팀,류현아,미술3,스튜디오랄라,221314,K23909
미술팀,손용운,미술4,스튜디오랄라,,K23909
촬영팀,정종기,,,221891,A09797
촬영팀,황우슬,,,221909,A09797
촬영팀,박재영,,,221890,A09797
촬영팀,신의욱,,,221534,A09797
촬영팀,이은지,,,221888,A09797
촬영팀,이재택,,,,A09797
소품,이상은,,,,A11736
소품,박한상,,,,A11736
소품,하다인,,,,A11736
감독,문유진,,,208393,A11708
사운드(음향),이성준,,,9738,K22599
의상,한명숙,,,43893,K22599
시각효과,김태형,,,165963,K22599
촬영팀,노희우,촬영 제1조수,,166733,K22599
촬영팀,남미라,촬영 제2조수,,200687,K22599
촬영팀,김예지,촬영 제3조수,,215678,K22599
촬영팀,김구수,촬영 제4조수,,6041,K22599
촬영팀,김득만,드론촬영,,,K22599
촬영팀,송세진,데이터매니저,,165224,K22599
촬영팀,㈜한엔터 한넥스트,촬영장비,,,K22599
촬영팀,비주얼시너지,촬영장비,,,K22599
촬영팀,이혁,그립팀장,,168507,K22599
촬영팀,송덕진,그립팀,,222592,K22599
촬영팀,작은거인,그립장비,,,K22599
시각효과팀,김환수,VFX Assistant,,,K22599
시각효과팀,김태형,CG 수퍼바이저,,165963,K22599
시각효과팀,최예진,Credit 디자이너,,,K22599
시각효과팀,김필제,Credit 디자이너,,,K22599
감독,김다은,,,,K30264
촬영,박상현,,,,K30264
스크립터,최예진,,,,K30264
출연,최유경,,,,K30264
출연,신소현,,,,K30264
출연,조수영,,,,K30264
출연,노혜미,,,,K30264
제작부,둔촌고 학습도움실 3학년,,,,K30265
기획,백형규,,,,K30327
출연,오희준,오희준,,,K30328
출연,하나윤,하나윤,,,K30328
촬영,김서교,,,,K30328
촬영,오희준,,,,K30328
출연,김서교,김서교,,,K30328
감독,윤성근,,,224401,A11369
편집,안희찬,,,,K30330
촬영,박신유,,,,K30329
감독,박신유,,,,K30329
감독,이계영,,,,K30329
각본,이계영,,,,K30329
사운드(음향),박우진,,,,K30329
감독,성준용,,,,K30338
촬영,성준용,,,,K30338
촬영,김기범,,,,K30338
프로듀서,장서윤,,,,K30544
동시녹음,이태양,,,,K30544
감독,박순연,,,,K30545
각본,이미경,,,,K30718
편집,이미경,,,,K30718
편집,임석주,,,,K30718
동시녹음,이정원,,,,K30718
동시녹음,최우리,,,,K30718
촬영,노신영,,,,K30718
출연,이승원,이지웅,,,K30718
출연,박대휘,김우진,,,K30718
출연,황정욱,최건호,,,K30718
조감독,이제관,,,,K30720
촬영,강나루,,,,K30957
프로듀서,이예승,,,,K30957
미술팀,정서영,아트지원,,,K22903
미술팀,이현서,아트지원,,,K22903
사운드(음향),김유빈,,,,K30957
출연,김도겸,재민,,,K30957
출연,오원영,홍석,,,K30957
출연,지준형,친구1,,,K30957
출연,임우철,선생님,,,K30957
출연,윤태희,엄마,,,K30957
연출부,김지환,,,,K33064
동시녹음,홍성화,,,219051,K33064
사운드(음향),이다민,믹싱,,215225,K33064
동시녹음,이제연,,,,K33065
감독,김도진,,,,A12205
출연,명유진,,,,K33067
출연,임선우,,,204361,K33067
출연,최우혁,,,,K33067
출연,김환석,,,,K33067
출연,옥경민,,,215123,K33068
조감독,이다민,,,215225,K33064
감독,전하리,,,,A12202
감독,유승원,,,,A12202
감독,신지혜,,,224318,A12202
기획,기획,,,,A12202
스크립터,강동희,,,,K33064
촬영,유승원,,,,A12202
연출부,서정미,,,220696,K21787
연출부,임예성,,,,K21787
연출부,김다솜,연출지원,,217230,K21787
연출부,류동길,연출지원,,207047,K21787
제작부,윤대원,,,155331,K21787
제작부,김형래,,,,K21787
제작부,박성호,제작지원,,,K21787
출연,윤종석,,,204725,K33068
시각효과,신지혜,,,224318,A12202
